"No.","Time","Source","Destination","Protocol","Length","Info"
"10014","334.677191","52.182.143.210","192.168.75.216","TCP","54","443  >  58321 [ACK] Seq=6277 Ack=1427 Win=5600 Len=0"
"10015","334.952260","52.182.143.210","192.168.75.216","TLSv1.2","536","Application Data"
"10016","334.952411","192.168.75.216","52.182.143.210","TCP","54","58321  >  443 [ACK] Seq=1427 Ack=6759 Win=261376 Len=0"
"10034","338.031579","18.211.189.31","192.168.75.216","TLSv1.2","85","Application Data"
"10068","338.034031","192.168.75.216","18.211.189.31","TLSv1.2","89","Application Data"
"10090","338.280432","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=323 Ack=346 Win=198 Len=0"
"10102","342.449956","192.168.75.216","185.199.108.133","TCP","55","[TCP Keep-Alive] 57953  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"10104","342.627699","192.168.75.216","142.251.10.95","TCP","55","[TCP Keep-Alive] 58149  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"10105","342.631995","185.199.108.133","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  57953 [ACK] Seq=1 Ack=2 Win=206 Len=0"
"10111","342.813060","142.251.10.95","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58149 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"10116","342.830271","192.168.75.216","74.125.200.188","TCP","55","[TCP Keep-Alive] 57907  >  5228 [ACK] Seq=37 Ack=1821 Win=253 Len=1"
"10119","343.046787","74.125.200.188","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 5228  >  57907 [ACK] Seq=1821 Ack=38 Win=157 Len=0"
"10203","344.686999","35.171.96.214","192.168.75.216","TLSv1.2","85","Encrypted Alert"
"10204","344.686999","35.171.96.214","192.168.75.216","TLSv1.2","85","Encrypted Alert"
"10205","344.741770","192.168.75.216","35.171.96.214","TCP","54","58297  >  443 [ACK] Seq=2 Ack=32 Win=256 Len=0"
"10206","344.741770","192.168.75.216","35.171.96.214","TCP","54","58296  >  443 [ACK] Seq=2 Ack=32 Win=256 Len=0"
"10207","346.149679","192.168.75.216","13.35.13.48","TCP","54","58308  >  443 [FIN, ACK] Seq=582 Ack=6061 Win=65280 Len=0"
"10208","346.149885","192.168.75.216","35.171.96.214","TCP","54","58296  >  443 [FIN, ACK] Seq=2 Ack=32 Win=256 Len=0"
"10209","346.149961","192.168.75.216","35.171.96.214","TCP","54","58296  >  443 [RST, ACK] Seq=3 Ack=32 Win=0 Len=0"
"10210","346.150113","192.168.75.216","35.171.96.214","TCP","54","58297  >  443 [FIN, ACK] Seq=2 Ack=32 Win=256 Len=0"
"10211","346.150192","192.168.75.216","35.171.96.214","TCP","54","58297  >  443 [RST, ACK] Seq=3 Ack=32 Win=0 Len=0"
"10213","346.157283","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"10214","346.157407","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"10216","346.253402","35.171.96.214","192.168.75.216","TCP","54","443  >  58297 [ACK] Seq=32 Ack=3 Win=274 Len=0"
"10217","346.253402","35.171.96.214","192.168.75.216","TCP","54","443  >  58296 [ACK] Seq=32 Ack=3 Win=274 Len=0"
"10218","346.253620","13.35.13.48","192.168.75.216","TCP","54","443  >  58308 [ACK] Seq=6061 Ack=583 Win=4768 Len=0"
"10219","346.253620","13.35.13.48","192.168.75.216","TCP","54","443  >  58308 [FIN, ACK] Seq=6061 Ack=583 Win=4768 Len=0"
"10221","346.253728","192.168.75.216","13.35.13.48","TCP","54","58308  >  443 [ACK] Seq=583 Ack=6062 Win=65280 Len=0"
"10222","346.255218","192.168.75.216","3.233.149.201","TCP","66","58322  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"10223","346.403090","192.168.75.216","3.233.149.201","TCP","66","58323  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"10224","346.407015","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=694 Ack=650 Win=236 Len=0"
"10226","346.407852","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"10227","346.407852","3.233.149.201","192.168.75.216","TCP","66","443  >  58322 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"10228","346.408020","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"10229","346.408420","192.168.75.216","3.233.149.201","TLSv1.2","571","Client Hello"
"10230","346.455447","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=650 Ack=733 Win=253 Len=0"
"10231","346.470242","3.233.149.201","192.168.75.216","TCP","66","443  >  58323 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"10232","346.470413","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"10233","346.470806","192.168.75.216","3.233.149.201","TLSv1.2","571","Client Hello"
"10234","346.650364","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"10235","346.650364","13.236.8.150","192.168.75.216","TLSv1.2","176","Application Data"
"10236","346.650535","3.233.149.201","192.168.75.216","TCP","54","443  >  58323 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"10237","346.697019","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=650 Ack=855 Win=253 Len=0"
"10238","346.839206","192.168.75.216","13.35.13.48","TCP","55","[TCP Keep-Alive] 58307  >  443 [ACK] Seq=1354 Ack=7007 Win=65792 Len=1"
"10239","347.241345","13.35.13.48","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58307 [ACK] Seq=7007 Ack=1355 Win=5536 Len=0"
"10240","347.241345","3.233.149.201","192.168.75.216","TLSv1.2","1454","Server Hello"
"10241","347.241606","3.233.149.201","192.168.75.216","TCP","1454","443  >  58322 [PSH, ACK] Seq=1401 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"10242","347.241606","3.233.149.201","192.168.75.216","TLSv1.2","1454","Server Hello"
"10243","347.241606","3.233.149.201","192.168.75.216","TCP","1454","443  >  58323 [PSH, ACK] Seq=1401 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"10244","347.241691","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0"
"10245","347.241809","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0"
"10246","347.245361","3.233.149.201","192.168.75.216","TCP","1454","443  >  58322 [ACK] Seq=2801 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"10247","347.245361","3.233.149.201","192.168.75.216","TLSv1.2","876","Certificate, Server Key Exchange, Server Hello Done"
"10248","347.245525","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=518 Ack=5023 Win=65792 Len=0"
"10249","347.247090","192.168.75.216","3.233.149.201","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10250","347.247414","192.168.75.216","3.233.149.201","TLSv1.2","153","Application Data"
"10251","347.247689","192.168.75.216","3.233.149.201","TLSv1.2","669","Application Data"
"10252","347.247790","192.168.75.216","3.233.149.201","TCP","1454","58322  >  443 [ACK] Seq=1358 Ack=5023 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"10253","347.247790","192.168.75.216","3.233.149.201","TLSv1.2","510","Application Data"
"10254","347.548650","3.233.149.201","192.168.75.216","TCP","1454","443  >  58323 [ACK] Seq=2801 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"10255","347.548650","3.233.149.201","192.168.75.216","TLSv1.2","876","Certificate, Server Key Exchange, Server Hello Done"
"10256","347.548803","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=518 Ack=5023 Win=65792 Len=0"
"10257","347.548931","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5023 Ack=644 Win=4832 Len=0"
"10258","347.548931","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5023 Ack=1358 Win=5536 Len=0"
"10259","347.548931","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5023 Ack=3214 Win=7392 Len=0"
"10260","347.549949","192.168.75.216","3.233.149.201","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10261","347.554173","3.233.149.201","192.168.75.216","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"10262","347.554173","3.233.149.201","192.168.75.216","TLSv1.2","123","Application Data"
"10263","347.554243","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=3214 Ack=5143 Win=65536 Len=0"
"10264","347.554407","3.233.149.201","192.168.75.216","TLSv1.2","92","Application Data"
"10265","347.554449","192.168.75.216","3.233.149.201","TLSv1.2","92","Application Data"
"10266","347.608004","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=3252 Ack=5181 Win=65536 Len=0"
"10267","347.863151","192.168.75.216","3.233.149.201","TCP","180","[TCP Retransmission] 58323  >  443 [PSH, ACK] Seq=518 Ack=5023 Win=65792 Len=126"
"10268","347.867049","3.233.149.201","192.168.75.216","TLSv1.2","238","Application Data, Application Data"
"10269","347.867049","3.233.149.201","192.168.75.216","TCP","54","443  >  58323 [ACK] Seq=5023 Ack=644 Win=4832 Len=0"
"10270","347.867193","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5365 Ack=3252 Win=7424 Len=0"
"10271","347.868483","3.233.149.201","192.168.75.216","TLSv1.2","174","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"10272","347.907677","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=3252 Ack=5365 Win=65280 Len=0"
"10273","347.912393","3.233.149.201","192.168.75.216","TCP","54","[TCP Dup ACK 10269#1] 443  >  58323 [ACK] Seq=5143 Ack=644 Win=4832 Len=0"
"10274","347.917907","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=644 Ack=5143 Win=65536 Len=0"
"10275","348.631162","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"10277","348.904752","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"10314","350.855642","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"10315","351.318076","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"10316","351.322172","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"10317","352.045343","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"10370","357.527127","124.156.189.176","192.168.75.216","TCP","54","80  >  58313 [FIN, ACK] Seq=209 Ack=709 Win=4896 Len=0"
"10371","357.527290","192.168.75.216","124.156.189.176","TCP","54","58313  >  80 [ACK] Seq=709 Ack=210 Win=65536 Len=0"
"10372","357.986065","192.168.75.216","140.82.113.26","TCP","55","[TCP Keep-Alive] 58291  >  443 [ACK] Seq=174 Ack=151 Win=253 Len=1"
"10376","359.067483","140.82.113.26","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58291 [ACK] Seq=151 Ack=175 Win=215 Len=0"
"10377","359.074744","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"10378","359.149066","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"10379","359.153821","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"10424","359.192931","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=835 Ack=530 Win=993 Len=0"
"10704","359.447838","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"10729","359.490483","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=530 Ack=873 Win=256 Len=0"
"10843","363.052737","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58316  >  443 [ACK] Seq=0 Ack=1 Win=65792 Len=1"
"10844","363.183144","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58314  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"10845","363.443452","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58315  >  443 [ACK] Seq=1276 Ack=829 Win=64768 Len=1"
"10846","363.444528","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58314 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"10849","363.517934","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58315 [ACK] Seq=829 Ack=1277 Win=5472 Len=0"
"10850","363.523755","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58319  >  443 [ACK] Seq=0 Ack=1 Win=65792 Len=1"
"10855","364.079882","150.109.28.54","192.168.75.216","TCP","54","[TCP Window Update] 443  >  58319 [ACK] Seq=1 Ack=1 Win=4192 Len=0"
"10951","364.268468","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58317  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"10965","364.316740","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58318  >  443 [ACK] Seq=2018 Ack=1407 Win=65792 Len=1"
"10968","364.440923","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58317 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"10970","364.441982","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58318 [ACK] Seq=1407 Ack=2019 Win=6208 Len=0"
"10977","365.433811","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"10979","365.763391","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"10980","366.174312","192.168.75.216","203.205.235.61","TCP","55","[TCP Keep-Alive] 58320  >  443 [ACK] Seq=2558 Ack=372 Win=65280 Len=1"
"10982","367.521549","203.205.235.61","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58320 [ACK] Seq=372 Ack=2559 Win=6752 Len=0"
"11086","372.483392","140.82.113.26","192.168.75.216","TLSv1.2","79","Application Data"
"11087","372.483679","192.168.75.216","140.82.113.26","TLSv1.2","83","Application Data"
"11088","372.936714","192.168.75.216","140.82.113.26","TCP","83","[TCP Retransmission] 58291  >  443 [PSH, ACK] Seq=175 Ack=176 Win=252 Len=29"
"11092","372.940919","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=176 Ack=204 Win=216 Len=0"
"11095","372.981872","140.82.113.26","192.168.75.216","TCP","54","[TCP Dup ACK 11092#1] 443  >  58291 [ACK] Seq=176 Ack=204 Win=216 Len=0"
"11167","376.121062","157.240.208.60","192.168.75.216","TLSv1.2","160","Application Data"
"11168","376.172428","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=530 Ack=979 Win=256 Len=0"
"11169","377.548406","192.168.75.216","20.96.88.162","TCP","55","[TCP Keep-Alive] 58300  >  443 [ACK] Seq=1556 Ack=826 Win=254 Len=1"
"11170","378.127978","20.96.88.162","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58300 [ACK] Seq=826 Ack=1557 Win=997 Len=0"
"11171","378.684226","150.109.28.54","192.168.75.216","TCP","54","443  >  58316 [FIN, ACK] Seq=1 Ack=1 Win=4192 Len=0"
"11172","378.684226","150.109.28.54","192.168.75.216","TCP","54","443  >  58319 [FIN, ACK] Seq=1 Ack=1 Win=4192 Len=0"
"11173","378.684375","192.168.75.216","150.109.28.54","TCP","54","58316  >  443 [ACK] Seq=1 Ack=2 Win=65792 Len=0"
"11174","378.684484","192.168.75.216","150.109.28.54","TCP","54","58319  >  443 [ACK] Seq=1 Ack=2 Win=65792 Len=0"
"11288","383.292877","192.168.75.216","18.211.189.31","TCP","55","[TCP Keep-Alive] 58216  >  443 [ACK] Seq=345 Ack=323 Win=251 Len=1"
"11289","383.393631","18.211.189.31","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58216 [ACK] Seq=323 Ack=346 Win=198 Len=0"
"11432","387.639186","192.168.75.216","185.199.108.133","TCP","55","[TCP Keep-Alive] 57953  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"11434","387.820800","192.168.75.216","142.251.10.95","TCP","55","[TCP Keep-Alive] 58149  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"11435","387.824767","185.199.108.133","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  57953 [ACK] Seq=1 Ack=2 Win=206 Len=0"
"11436","388.058005","192.168.75.216","74.125.200.188","TCP","55","[TCP Keep-Alive] 57907  >  5228 [ACK] Seq=37 Ack=1821 Win=253 Len=1"
"11437","388.061935","142.251.10.95","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58149 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"11438","389.844985","74.125.200.188","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 5228  >  57907 [ACK] Seq=1821 Ack=38 Win=157 Len=0"
"11439","390.151445","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"11440","390.569827","192.168.75.216","157.240.208.60","TCP","85","[TCP Retransmission] 58281  >  443 [PSH, ACK] Seq=530 Ack=979 Win=256 Len=31"
"11441","390.573849","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=979 Ack=561 Win=994 Len=0"
"11442","390.573849","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"11443","390.625830","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=561 Ack=1017 Win=255 Len=0"
"11446","391.651950","192.168.75.216","13.236.8.150","TCP","55","[TCP Keep-Alive] 58221  >  443 [ACK] Seq=649 Ack=855 Win=253 Len=1"
"11496","391.693741","13.236.8.150","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58221 [ACK] Seq=855 Ack=650 Win=236 Len=0"
"11997","392.247569","192.168.75.216","13.35.13.48","TCP","55","[TCP Keep-Alive] 58307  >  443 [ACK] Seq=1354 Ack=7007 Win=65792 Len=1"
"11998","392.282510","13.35.13.48","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58307 [ACK] Seq=7007 Ack=1355 Win=5536 Len=0"
"12006","392.871182","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58322  >  443 [ACK] Seq=3251 Ack=5365 Win=65280 Len=1"
"12007","392.909444","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58322 [ACK] Seq=5365 Ack=3252 Win=7424 Len=0"
"12008","392.919155","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58323  >  443 [ACK] Seq=643 Ack=5143 Win=65536 Len=1"
"12009","392.969383","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58323 [ACK] Seq=5143 Ack=644 Win=4832 Len=0"
"12010","393.916557","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"12011","393.957099","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"12012","396.329749","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"12014","396.630421","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"12066","397.057721","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"12068","398.135265","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"12069","398.146262","192.168.75.216","18.211.189.31","TLSv1.2","122","Application Data"
"12070","398.551450","192.168.75.216","18.211.189.31","TCP","122","[TCP Retransmission] 58216  >  443 [PSH, ACK] Seq=346 Ack=323 Win=251 Len=68"
"12071","398.552555","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=323 Ack=414 Win=200 Len=0"
"12072","398.552555","18.211.189.31","192.168.75.216","TLSv1.2","120","Application Data"
"12073","398.607441","192.168.75.216","18.211.189.31","TCP","54","58216  >  443 [ACK] Seq=414 Ack=389 Win=257 Len=0"
"12240","402.535757","192.168.75.216","124.156.189.176","TCP","55","[TCP Keep-Alive] 58313  >  80 [ACK] Seq=708 Ack=210 Win=65536 Len=1"
"12248","403.658604","124.156.189.176","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 80  >  58313 [ACK] Seq=210 Ack=709 Win=4896 Len=0"
"12249","404.161683","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"12251","406.024602","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"12252","406.151207","192.168.75.216","3.233.149.201","TLSv1.2","277","Application Data"
"12253","406.151374","192.168.75.216","3.233.149.201","TLSv1.2","100","Application Data"
"12254","406.151441","192.168.75.216","3.233.149.201","TLSv1.2","1359","Application Data"
"12255","406.152564","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"12256","406.152659","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"12257","406.328527","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=855 Ack=719 Win=238 Len=0"
"12258","406.328527","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=855 Ack=758 Win=239 Len=0"
"12259","406.328668","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5365 Ack=4826 Win=9024 Len=0"
"12261","406.778115","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"12262","406.778115","13.236.8.150","192.168.75.216","TLSv1.2","140","Application Data"
"12263","406.778243","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=758 Ack=980 Win=252 Len=0"
"12264","406.778388","3.233.149.201","192.168.75.216","TLSv1.2","100","Application Data"
"12265","406.778388","3.233.149.201","192.168.75.216","TLSv1.2","199","Application Data"
"12266","406.778388","3.233.149.201","192.168.75.216","TLSv1.2","92","Application Data"
"12267","406.778456","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=4826 Ack=5594 Win=65024 Len=0"
"12268","406.779667","192.168.75.216","3.233.149.201","TLSv1.2","96","Application Data"
"12269","406.980884","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5594 Ack=4868 Win=9056 Len=0"
"12326","408.258063","3.233.149.201","192.168.75.216","TLSv1.2","100","Application Data"
"12327","408.258063","3.233.149.201","192.168.75.216","TLSv1.2","85","Encrypted Alert"
"12328","408.258208","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=644 Ack=5220 Win=65536 Len=0"
"12329","408.258391","3.233.149.201","192.168.75.216","TCP","54","443  >  58323 [FIN, ACK] Seq=5220 Ack=644 Win=4832 Len=0"
"12331","408.258458","192.168.75.216","3.233.149.201","TCP","54","58323  >  443 [ACK] Seq=644 Ack=5221 Win=65536 Len=0"
"12332","408.450345","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58314  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"12333","408.527504","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58315  >  443 [ACK] Seq=1276 Ack=829 Win=64768 Len=1"
"12334","408.532260","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58314 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"12335","409.456112","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58317  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"12336","409.456112","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58318  >  443 [ACK] Seq=2018 Ack=1407 Win=65792 Len=1"
"12337","409.460632","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58315 [ACK] Seq=829 Ack=1277 Win=5472 Len=0"
"12338","410.275992","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58318 [ACK] Seq=1407 Ack=2019 Win=6208 Len=0"
"12339","410.275992","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58317 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"12340","410.771088","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"12341","411.553488","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"12342","412.533727","192.168.75.216","203.205.235.61","TCP","55","[TCP Keep-Alive] 58320  >  443 [ACK] Seq=2558 Ack=372 Win=65280 Len=1"
"12344","412.884396","203.205.235.61","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58320 [ACK] Seq=372 Ack=2559 Win=6752 Len=0"
"12419","415.031221","20.96.88.162","192.168.75.216","TCP","54","443  >  58300 [RST, ACK] Seq=826 Ack=1557 Win=0 Len=0"
"12421","417.994134","192.168.75.216","140.82.113.26","TCP","55","[TCP Keep-Alive] 58291  >  443 [ACK] Seq=203 Ack=176 Win=252 Len=1"
"12422","418.109862","140.82.113.26","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58291 [ACK] Seq=176 Ack=204 Win=216 Len=0"
"12548","419.143482","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"12550","419.512797","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1017 Ack=592 Win=995 Len=0"
"12551","419.512797","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"12552","419.574968","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=592 Ack=1055 Win=255 Len=0"
"12711","423.695411","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58316  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"12712","423.695411","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58319  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
